,yc_url,company_name,batch,sector,one_liner,overall_signal,founder_worked_in_target_industry,founder_held_target_function,founder_has_prior_exit,founder_is_repeat_yc,founder_from_top_co,domain_relevance_score,has_technical_cofounder,has_commercial_cofounder,has_domain_expert,is_solo_founder,team_completeness_score,one_line_risk,one_line_strength,website,has_live_product,has_paying_customers,has_user_evidence,has_public_iteration,has_specific_user_problem,has_beachhead_segment,product_maturity_score,user_understanding_score,sources_with_evidence,strongest_evidence,biggest_product_gap
95,https://www.ycombinator.com/companies/voltair,Voltair,W26,Aerospace/Drones,Autonomous drones for Earth observation with utility grid charging network,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,8.0,TRUE,FALSE,TRUE,FALSE,7.0,Complex regulatory environment and infrastructure deployment challenges,Deep technical expertise with direct utility industry experience,https://voltairlabs.com/,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,4,7,2,"Company website shows a live service with 'Book a Call' functionality and claims to deliver drone inspection data in minutes, indicating an operational product.","No evidence of paying customers, user reviews, or external validation despite claims of delivering inspection services."
96,https://www.ycombinator.com/companies/captain,Captain,W26,AI/ML Infrastructure,API for AI agents to accurately search unstructured data,STRONG,TRUE,TRUE,FALSE,FALSE,FALSE,8.0,TRUE,FALSE,TRUE,FALSE,7.0,Missing commercial/GTM expertise in technical founding team,Deep AI/ML expertise with 4+ years scaling RAG pipelines,https://runcaptain.com,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,6,7,2,"Company website shows live product with auth flow, pricing page, and API documentation for multimodal retrieval scaling to petabytes.","No external user validation found - no reviews, testimonials, or third-party evidence of actual customers using the API."
97,https://www.ycombinator.com/companies/avoice,Avoice,W26,B2B Software,AI-native workspace for architecture firms automating non-design work,STRONG,TRUE,FALSE,TRUE,FALSE,FALSE,7.0,TRUE,TRUE,TRUE,FALSE,8.0,Architecture industry notoriously slow to adopt new technology,CEO has prior exit and deep architecture industry sales experience,https://avoice.co/,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,8,2,"Website has authentication flow, pricing page, and documentation indicating a live product with paying customers.","No external user validation found - no reviews, testimonials, or third-party evidence of actual users despite claims of social proof."
98,https://www.ycombinator.com/companies/arc-prize-foundation,ARC Prize Foundation,W26,AI/ML,AI benchmarks that measure general intelligence and inspire new ideas,STRONG,TRUE,FALSE,FALSE,FALSE,TRUE,7.0,TRUE,TRUE,TRUE,FALSE,8.0,Nonprofit model may limit scalability and monetization potential,"Founded by Francois Chollet, creator of original ARC benchmark",https://arcprize.org/,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,6,8,1,"Live website with auth flow, leaderboard, and completed 2025 competition results showing active benchmark usage by AI researchers.","No evidence of revenue model or paying customers despite having a pricing page, suggesting unclear monetization strategy for a foundation."
99,https://www.ycombinator.com/companies/autumn-ai,Autumn AI,W26,B2B SaaS,Real-time signal intelligence platform for GTM teams to track prospects,STRONG,TRUE,TRUE,FALSE,FALSE,FALSE,7.0,TRUE,TRUE,TRUE,FALSE,8.0,Competitive market with many sales intelligence tools already established,Strong technical team with direct GTM experience building for known problem,https://autumnai.com,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,8,1,"Website has authentication flow, pricing page, and social proof elements indicating a live product with paying customers.","No external user validation found - no reviews, ratings, or third-party evidence that real users are actively using the product."
100,https://www.ycombinator.com/companies/grazemate,GrazeMate,W26,Agriculture/AgTech,Autonomous AI drones that herd cattle for ranchers,MODERATE,TRUE,TRUE,FALSE,FALSE,FALSE,10.0,TRUE,FALSE,TRUE,TRUE,6.0,Solo founder lacks commercial/sales experience for B2B ranch sales,"Perfect domain fit - grew up on cattle farm, understands exact problem",https://grazemate.com,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,4,8,2,"Website has auth flow and pilot program signup, indicating a functional product beyond just a landing page.",No external validation from actual ranchers or evidence of paying customers despite targeting a specific industry with clear pain points.
101,https://www.ycombinator.com/companies/aurorin-cad,Aurorin CAD,W26,Engineering Software,AI-native CAD software built from scratch for speed and automation,MODERATE,TRUE,TRUE,FALSE,FALSE,TRUE,9.0,TRUE,FALSE,TRUE,TRUE,6.0,Solo founder lacks commercial/GTM expertise in competitive CAD market,Deep technical expertise from SpaceX/Apple building exactly what engineers need,https://aurorincad.com,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,7,2,"Company website has auth flow and pricing page with 'Try It Free For Teams' option, indicating a live product with paid tiers.","No external user validation found - no reviews, ratings, or third-party evidence that real users are actively using the product."
102,https://www.ycombinator.com/companies/byteport,Byteport,W26,Infrastructure,Global upload acceleration for 1GB-100TB files,MODERATE,TRUE,TRUE,FALSE,FALSE,TRUE,9.0,TRUE,FALSE,TRUE,TRUE,6.0,Solo founder lacks commercial/GTM expertise for enterprise sales,Deep networking expertise from CERN and Netflix infrastructure experience,https://byteport.io/,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,7,2,"Company website has authentication flow and pricing page, indicating a live product with paid tiers.","No external user validation found - no reviews, ratings, or third-party evidence of actual customers using the product."
103,https://www.ycombinator.com/companies/codewisp,CodeWisp,W26,Gaming/AI Tools,AI platform for creating web games with plain-English prompts,MODERATE,TRUE,TRUE,FALSE,FALSE,FALSE,9.0,TRUE,FALSE,TRUE,TRUE,6.0,Solo founder lacks commercial/GTM expertise for consumer product,Founder has exceptional game dev credentials and massive audience,https://codewisp.ai/,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,4,7,2,Website shows a live platform with sign-in functionality and a game gallery displaying user-created games.,"No external validation from real users, no pricing model, and minimal evidence of product iteration or customer feedback."
104,https://www.ycombinator.com/companies/daivin,DAIVIN!,W26,Hardware,Tankless dive gear using electrolysis to extract oxygen from water,MODERATE,TRUE,TRUE,FALSE,FALSE,FALSE,8.0,TRUE,FALSE,TRUE,TRUE,6.0,Solo founder with no commercial cofounder for complex hardware product,Deep technical expertise with working prototype of revolutionary diving technology,https://www.daivin.tech/,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,7,1,"Company website shows a specific product called HYDRA with technical specifications and pricing page, indicating a developed product beyond concept stage.","No external validation from actual users - no reviews, testimonials, or third-party evidence that the tankless dive gear actually works or has been tested by real divers."
105,https://www.ycombinator.com/companies/openspec,OpenSpec,W26,Developer Tools,Open-source spec framework for AI coding agents,MODERATE,TRUE,TRUE,FALSE,FALSE,FALSE,8.0,TRUE,FALSE,TRUE,TRUE,6.0,Solo founder lacks commercial/GTM expertise for developer tool adoption,Strong technical founder with direct experience building what he's solving,http://openspec.dev,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,7,8,2,"GitHub repository with 33,833 stars and active development (last push March 2026) shows significant developer adoption and engagement.","No clear monetization strategy despite having a pricing page, suggesting uncertainty about how to generate revenue from an open-source framework."
106,https://www.ycombinator.com/companies/envariant,Envariant,W26,Artificial Intelligence,Interpretability and reasoning infra for foundation models,MODERATE,TRUE,TRUE,FALSE,FALSE,FALSE,8.0,TRUE,FALSE,TRUE,TRUE,6.0,Solo founder lacks commercial experience for complex B2B AI infrastructure sale,Deep AI research background from top institutions targeting critical model interpretability problem,https://envariant.ai/,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,7,1,"Company website describes a specific technical problem with foundation models (hallucination, drift, brittle outputs) and proposes an interpretability SDK solution.","No evidence of a live product - no auth flow, pricing, documentation, or active development on the relevant GitHub repo."
107,https://www.ycombinator.com/companies/crow,Crow,W26,B2B Software,AI agent that lets users control apps through chat instead of clicking menus,MODERATE,TRUE,TRUE,FALSE,FALSE,FALSE,7.0,TRUE,FALSE,TRUE,FALSE,6.0,Missing commercial cofounder for B2B sales and GTM execution,Strong technical team with relevant startup engineering experience,https://www.usecrow.ai/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,6,1,Company website has a pricing page indicating they are planning to monetize the AI chat interface for app control.,"No evidence of a live product - website lacks auth flow, no app store listing for Crow specifically, and GitHub/other sources show unrelated companies with similar names."
108,https://www.ycombinator.com/companies/axionorbital-space,AxionOrbital Space,W26,Space/Defense Tech,Foundation models translating radar data into optical imagery for 24/7 Earth observation,MODERATE,TRUE,FALSE,FALSE,FALSE,FALSE,7.0,TRUE,FALSE,TRUE,FALSE,6.0,Missing commercial cofounder for complex defense/enterprise sales cycles,Strong technical team with direct space industry experience (ISRO),https://axionorbital.space/,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,7,1,Company has a clear value proposition of translating radar data into optical imagery for 24/7 Earth observation using foundation models.,"No evidence of a live product, user base, or any technical implementation despite having a specific problem statement."
109,https://www.ycombinator.com/companies/oximy,Oximy,W26,Enterprise Software,See and control all AI activity across your enterprise,MODERATE,TRUE,FALSE,FALSE,FALSE,FALSE,7.0,TRUE,TRUE,TRUE,TRUE,6.0,Solo founder tackling complex enterprise sales and technical implementation,Deep domain expertise from 6 years watching enterprise AI challenges,https://oximy.com,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,7,1,"Website has authentication flow, pricing page, and product demo showing AI tool discovery across enterprise networks.",No external user validation or evidence of actual customers using the product despite having pricing and enterprise positioning.
110,https://www.ycombinator.com/companies/sparkles,Sparkles,W26,Developer Tools,Web platform enabling non-technical team members to make code changes via UI,MODERATE,TRUE,TRUE,FALSE,FALSE,FALSE,7.0,TRUE,FALSE,TRUE,TRUE,5.0,Solo founder without commercial experience in competitive dev tools market,Strong technical background with direct experience at relevant startups,https://sparkles.dev,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,6,8,3,"Company website shows authentication flow, pricing page, and social proof indicating a live product with paying customers.",No evidence of public iteration or changelog showing the product evolves based on user feedback.
111,https://www.ycombinator.com/companies/sonarly,Sonarly,W26,DevOps/Infrastructure,AI engineer that automatically detects and fixes production bugs,MODERATE,FALSE,TRUE,FALSE,FALSE,FALSE,7.0,TRUE,FALSE,TRUE,FALSE,6.0,No commercial cofounder to handle enterprise sales and GTM,Strong technical founders who built and scaled production systems,https://sonarly.com,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,7,2,HackerNews Launch post with 30 points and 17 comments shows community engagement and validation of the concept.,"No evidence of a live product - no auth flow, pricing, documentation, or public repository despite being a YC W26 company."
112,https://www.ycombinator.com/companies/mantis,Mantis,W26,Healthcare/Biotech,Digital twins of humans for predictive modeling,MODERATE,TRUE,FALSE,FALSE,TRUE,FALSE,7.0,TRUE,FALSE,TRUE,TRUE,6.0,Solo founder without commercial cofounder in complex B2B healthcare market,Repeat YC founder with strong technical and biomedical domain expertise,https://mantisbiotech.com/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,6,1,Company website describes a specific technical approach combining LLMs with physics simulations to convert human behavior data into predictive models.,"No evidence of any live product, user access, or customer validation - appears to be in early research/development stage with only a landing page."
113,https://www.ycombinator.com/companies/overdrive-health,Overdrive Health,W26,Healthcare,AI-powered medical billing services for healthcare providers,MODERATE,TRUE,FALSE,FALSE,FALSE,FALSE,7.0,TRUE,FALSE,TRUE,TRUE,6.0,Solo founder without commercial cofounder in sales-heavy billing industry,Strong healthcare AI experience from unicorn EliseAI background,https://overdrive.health,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,6,0,The YC one-liner describes a specific service (AI-powered medical billing) for a defined customer segment (healthcare providers).,"No accessible evidence of any built product, live service, or customer validation across all checked sources."
114,https://www.ycombinator.com/companies/galactic-resource-utilization-space-inc-gru-space,"Galactic Resource Utilization Space, Inc. (GRU Space)",W26,Aerospace,Building permanent lunar infrastructure starting with the first hotel on the Moon,MODERATE,TRUE,FALSE,FALSE,FALSE,TRUE,7.0,TRUE,FALSE,TRUE,TRUE,5.0,Solo founder tackling extremely capital-intensive space infrastructure with no commercial cofounder,Strong technical background with Tesla experience and proven space hardware development,https://gru.space,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,2,7,1,"Website has a 'Reserve a spot' booking system for lunar hotel stays with pricing, indicating they are taking customer reservations.",No evidence of any built product or technology - appears to be pre-product with only reservations for a future lunar hotel.
115,https://www.ycombinator.com/companies/fixture,Fixture,W26,B2B Software,AI-first CRM built for startups,MODERATE,TRUE,FALSE,TRUE,TRUE,FALSE,6.0,TRUE,TRUE,FALSE,FALSE,7.0,No direct CRM/sales experience despite building sales tool,Repeat YC founders with prior successful exit (Swiftype to Elastic),https://fixture.app,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,3,1,"The company website shows an auth flow and pricing page, indicating a live product in beta with request access functionality.","Currently in beta with request access only, no evidence of actual users, paying customers, or external validation despite having a pricing page."
116,https://www.ycombinator.com/companies/booko,Booko,W26,B2B SaaS,Dynamic pricing engine for businesses that sell time slots,MODERATE,FALSE,FALSE,FALSE,FALSE,FALSE,6.0,TRUE,TRUE,FALSE,FALSE,7.0,No direct experience running time-slot businesses they're optimizing for,Strong technical founder with relevant dynamic pricing experience at Joby/Uber,https://bookoapp.com,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,4,8,1,"Company website shows a live product with auth flow, demo booking capability, and specific use cases across multiple service industries.","No external validation from real users - no reviews, testimonials, or third-party evidence that the dynamic pricing engine is actually being used by businesses."
117,https://www.ycombinator.com/companies/robby,Robby,W26,B2B Software,AI agents that grow revenue for home services businesses,MODERATE,TRUE,FALSE,FALSE,FALSE,TRUE,6.0,TRUE,TRUE,TRUE,FALSE,9.0,No direct home services operating experience despite extensive research,Strong technical team with complementary skills and deep customer research,https://tryrobby.com,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,6,8,2,"Website has auth flow, pricing page, and claims to be trusted by leading home service companies with specific ROI calculator.","No evidence of product iteration, changelog, or version history to show they're responding to user feedback."
118,https://www.ycombinator.com/companies/rhizome-ai,Rhizome AI,W26,Healthcare/Life Sciences,Agent platform for life sciences regulatory research and FDA guidance,MODERATE,TRUE,FALSE,FALSE,FALSE,FALSE,6.0,TRUE,TRUE,FALSE,TRUE,6.0,Solo founder without direct regulatory affairs experience in pharma,Strong technical background with enterprise sales experience and life sciences exposure,https://rhizomeai.com/,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,7,8,3,Website shows 20+ customers with specific user testimonial from a Regulatory Affairs Manager saying 'I would cry if I lost access to Rhizome'.,No evidence of public iteration or product development transparency despite having paying customers.
119,https://www.ycombinator.com/companies/laurence,Laurence,W26,Marketing/Advertising,Autonomous performance marketing using AI for Amazon advertising,MODERATE,FALSE,FALSE,FALSE,FALSE,TRUE,6.0,TRUE,FALSE,FALSE,FALSE,6.0,"No direct advertising/marketing experience, unproven GTM in competitive space",Strong technical team from Google/Facebook with quantitative trading expertise,https://trylaurence.com,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,6,8,1,"Company website shows live product with auth flow, case studies claiming 2x and 50% sales growth for named brands, and customer testimonials.","No evidence of pricing tiers or paying customers despite having a pricing page, and no public iteration or development transparency."
120,https://www.ycombinator.com/companies/unisson,Unisson,W26,B2B Software,AI agents that automate B2B software implementation,MODERATE,TRUE,FALSE,FALSE,TRUE,FALSE,6.0,TRUE,FALSE,FALSE,FALSE,6.0,No direct customer success or implementation experience among founders,Strong AI/ML technical expertise with prior YC experience,https://www.unisson.ai,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,4,7,2,"Website has login functionality and documentation, indicating a live product that users can access.","No evidence of paying customers, external user validation, or product iteration despite having a live product."
121,https://www.ycombinator.com/companies/skillsync,Skillsync,W26,HR Tech,AI recruiter that hires engineers based on shipped code,MODERATE,FALSE,FALSE,FALSE,FALSE,FALSE,6.0,TRUE,TRUE,FALSE,FALSE,7.0,No direct recruiting industry experience or hiring function background,Strong technical team with open source credibility and product insight,https://skillsync.wiki,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,6,8,4,"Company website has login flow, pricing page, and demo booking functionality indicating a live product with paying customers.",No evidence of product iteration or changelog despite being in a rapidly evolving AI/recruiting space where user feedback would be critical.
122,https://www.ycombinator.com/companies/burt,Burt,W26,B2B,AI teammates for logistics automation,MODERATE,TRUE,FALSE,FALSE,FALSE,FALSE,6.0,TRUE,FALSE,TRUE,FALSE,6.0,No commercial cofounder in relationship-driven logistics industry,Strong technical team with domain knowledge from logistics family,https://www.burthq.com/,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,4,7,1,"Company website has auth flow and pricing page, indicating a live product with signup capability for logistics AI teammates.","No external user validation, reviews, or evidence that real customers are using the product beyond the company's own claims."
123,https://www.ycombinator.com/companies/ruma-care,Ruma Care,W26,Healthcare,Operations stack automating admin work for biologic infusion clinics,MODERATE,TRUE,FALSE,FALSE,FALSE,TRUE,6.0,TRUE,TRUE,FALSE,FALSE,7.0,No direct healthcare operations experience in infusion clinic workflows,Strong tech team from Apple/Medallion with healthcare integration experience,https://rumacare.com,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,4,8,1,"Website has authentication flow and 'Try it out' functionality, indicating a working product beyond just a landing page.","No external validation from users, no pricing information, and no evidence of paying customers despite having a functional product."
124,https://www.ycombinator.com/companies/eos-ai,Eos AI,W26,Healthcare,Autonomous OS for healthcare data intelligence and predictions,MODERATE,TRUE,FALSE,FALSE,FALSE,FALSE,6.0,TRUE,FALSE,TRUE,FALSE,6.0,Solo technical founder without commercial experience in complex healthcare sales,Strong technical background with direct healthcare research experience at Stanford Medicine,https://www.helloeos.ai/,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,4,7,1,Website has a sign-in flow and claims specific metrics like '3x administrative productivity' and '37% revenue recovery in early deployments'.,"No external validation from users, no pricing information, and the GitHub repo appears unrelated to the healthcare product (it's about EOS cryptocurrency airdrops)."
125,https://www.ycombinator.com/companies/fullseam,FullSeam,W26,B2B Software,AI agents for corporate accounting teams,MODERATE,FALSE,FALSE,TRUE,TRUE,FALSE,6.0,TRUE,TRUE,FALSE,FALSE,7.0,"No direct accounting experience, building for function they haven't done",Repeat YC founders with prior 8-figure exit and strong technical execution,https://fullseam.com,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,8,1,"Website shows a live product with authentication flow, pricing page, and specific accounting workflows (AP, AR, cash application, reconciliation).","No external validation from users - no reviews, testimonials, or third-party evidence that real customers are using the product."
126,https://www.ycombinator.com/companies/oxus,Oxus,W26,B2B Software,AI-powered automation for internal audit workflows,MODERATE,TRUE,FALSE,FALSE,FALSE,TRUE,6.0,TRUE,FALSE,TRUE,FALSE,7.0,"No founder has hands-on audit experience, only adjacent finance roles",Strong technical team from MIT with relevant fintech and consulting experience,https://oxus-ai.com/,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,8,2,"Company website has authentication flow, pricing page, and demo booking functionality for AI-powered internal audit automation.",No external user validation or evidence of actual customers using the product despite having pricing and demo capabilities.
127,https://www.ycombinator.com/companies/menza,Menza,W26,B2B Analytics,AI data analyst for consumer brands,MODERATE,TRUE,FALSE,TRUE,FALSE,TRUE,6.0,TRUE,TRUE,FALSE,FALSE,7.0,No direct consumer brand analytics experience from founders,Strong technical team with prior exit and Goldman Sachs experience,https://menza.ai/,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,7,2,"Company website has auth flow, pricing page, and social proof indicating a live product with paying customers.","No external user validation found - no reviews, ratings, or third-party evidence of actual users despite having a live product."
128,https://www.ycombinator.com/companies/cofia,Cofia,W26,AI/Automation,AI automations that write themselves by learning your workflows,MODERATE,FALSE,FALSE,FALSE,FALSE,TRUE,5.0,TRUE,TRUE,FALSE,FALSE,7.0,"No direct automation/AI tooling experience, competitive market with many players",Strong product/engineering backgrounds from successful high-growth companies,https://cofia.ai,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,3,1,"GitHub repository with recent commit activity (last push October 26, 2024) shows active development.","No accessible website, product demo, or evidence of any users despite being in YC, suggesting very early stage development."
129,https://www.ycombinator.com/companies/return-signals,Return Signals,W26,E-commerce,Proactive AI customer support that engages high-value users,MODERATE,FALSE,FALSE,TRUE,FALSE,TRUE,5.0,TRUE,TRUE,FALSE,FALSE,7.0,No direct customer support or e-commerce experience from founders,Strong technical founder with AI/ML background and prior exit,https://www.returnsignals.com,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,7,1,"Company website has authentication flow, pricing page, and social proof indicating a live product with paying customers.","No external user validation found - no reviews, ratings, or third-party evidence that real customers are using the product."
130,https://www.ycombinator.com/companies/vela,Vela,W26,B2B Software,AI scheduling assistant for complex business interactions and coordination,MODERATE,FALSE,FALSE,FALSE,FALSE,TRUE,4.0,TRUE,TRUE,FALSE,FALSE,7.0,No direct scheduling/coordination industry experience or customer pain validation,Strong technical team with AWS ML experience and prior entrepreneurship,https://tryvela.ai,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,7,2,"Company website shows live product with auth flow, pricing page, and claims to schedule thousands of meetings weekly for teams.","No external user validation found - no reviews, testimonials, or third-party evidence of actual usage despite claims of scheduling thousands of meetings."
131,https://www.ycombinator.com/companies/samora-ai,Samora AI,W26,AI/Voice Technology,Multilingual voice agents that outperform humans,MODERATE,FALSE,FALSE,FALSE,FALSE,TRUE,4.0,TRUE,TRUE,FALSE,FALSE,7.0,No direct voice AI or call center industry experience,Strong technical team from top companies with product scaling experience,https://samora.ai/,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,6,7,2,"Website has live demo functionality where users can receive calls from Samora agents, and claims to be 'trusted for over 1M calls'.","No evidence of pricing structure, public iteration, or external validation beyond self-reported usage claims."
132,https://www.ycombinator.com/companies/jinba,Jinba,W26,B2B,Automate enterprise workflows through chat,MODERATE,FALSE,FALSE,FALSE,FALSE,TRUE,4.0,TRUE,TRUE,FALSE,FALSE,7.0,No direct enterprise workflow automation experience from founders,Strong technical founder with PhD plus McKinsey commercial experience,https://jinba.io,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,7,3,"Website has auth flow, pricing page, and detailed industry-specific use cases like loan screening and claims processing.","No external user validation found - no reviews, testimonials, or third-party evidence of actual customers using the product."
133,https://www.ycombinator.com/companies/ramain,RamAIn,W26,AI/Automation,AI agents that automate complex desktop and browser tasks,MODERATE,FALSE,FALSE,FALSE,FALSE,TRUE,4.0,TRUE,TRUE,FALSE,FALSE,7.0,"No direct enterprise automation experience, competitive AI agent market",Strong technical team with AI research background and Meta connection,https://ramain.ai,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,6,1,"Company website exists with social proof elements, indicating some level of product development effort.","No evidence of a live product despite the specific problem statement - no auth flow, pricing, or functional demo available."
134,https://www.ycombinator.com/companies/fenrock-ai,Fenrock AI,W26,Fintech,AI agents for banking back office compliance and operations,MODERATE,FALSE,FALSE,FALSE,FALSE,TRUE,3.0,TRUE,TRUE,FALSE,FALSE,7.0,No banking industry experience despite targeting highly regulated sector,Strong technical founder from Google/Apple with prior startup experience,https://fenrock.ai/,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,7,1,"Listed on Product Hunt, indicating some level of product announcement or launch preparation.","No evidence of a live, usable product despite being listed on Product Hunt - website shows only basic landing page with no signup flow or product access."
135,https://www.ycombinator.com/companies/lance,Lance,W26,AI/Hospitality,"AI agents that answer calls, close sales, and run hotel operations",MODERATE,FALSE,FALSE,TRUE,TRUE,TRUE,3.0,TRUE,TRUE,FALSE,FALSE,7.0,No hotel industry experience among founders,Strong technical team with prior exits and top company experience,https://www.lance.live,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,6,8,3,"Company website has pricing page and social proof, indicating a live product with paying customers.",No evidence of public iteration or product development transparency through changelogs or version history.
136,https://www.ycombinator.com/companies/the-token-company,The Token Company,W26,AI/ML Infrastructure,Compression middleware that improves LLM outputs,WEAK,TRUE,TRUE,FALSE,FALSE,FALSE,8.0,TRUE,FALSE,TRUE,TRUE,4.0,Solo founder lacks commercial experience for enterprise AI infrastructure sales,Deep ML expertise with proven performance improvements and customer validation,https://thetokencompany.com,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,6,7,1,"Live website with authentication flow, pricing page, documentation, and bear-1.1 compression model indicating an operational API service.","No external user validation found - no reviews, testimonials, or third-party evidence of actual usage despite having a live product with pricing."
137,https://www.ycombinator.com/companies/doomersion,Doomersion,W26,Education,Language learning app that uses TikTok-style videos matched to user level,WEAK,FALSE,FALSE,FALSE,FALSE,FALSE,6.0,TRUE,TRUE,FALSE,TRUE,6.0,Solo founder with no formal education/language learning industry experience,Strong personal domain knowledge and early user traction (15k downloads),https://doomersion.com/,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,6,7,3,Live mobile app on both iOS and Google Play stores with 37 user reviews and a 3.97 rating.,"No evidence of paying customers or revenue model, suggesting the product is still free-only without monetization."
138,https://www.ycombinator.com/companies/synthetic-sciences,Synthetic Sciences,W26,AI/ML,AI co-scientists for end-to-end scientific research automation,WEAK,FALSE,FALSE,TRUE,FALSE,FALSE,6.0,TRUE,FALSE,FALSE,FALSE,5.0,Young founders lack deep scientific research experience in target market,Strong technical credentials with AI competition wins and academic publications,https://syntheticsciences.ai/,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,8,1,"Company has a live product with auth flow, pricing page, and CLI installation available (npm i -g @synsci/cli).","No external user validation found - no reviews, testimonials, or third-party evidence of actual usage despite having a live product."
139,https://www.ycombinator.com/companies/cajal-technologies,Cajal,W26,AI/ML,Scaling formal verification with AI for scientific discovery,WEAK,FALSE,FALSE,FALSE,FALSE,FALSE,6.0,TRUE,FALSE,TRUE,FALSE,6.0,Academic founders may struggle with commercialization and market validation,Strong technical expertise in formal verification and AI research,https://caj.al/,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,7,1,"Company website shows auth flow, pricing page, and specific services for formal verification including datasets for Lean 4, Coq, and Isabelle proof assistants.","No external user validation found - no reviews, testimonials, or third-party evidence that customers are actually using the formal verification services."
140,https://www.ycombinator.com/companies/confluence-labs,Confluence Labs,W26,AI/ML,Foundation models optimized for learning efficiency in data-sparse domains,WEAK,FALSE,FALSE,FALSE,FALSE,FALSE,6.0,TRUE,FALSE,FALSE,FALSE,4.0,"Very young founders (20, 23) with no industry experience or commercial skills",Strong technical execution evidenced by SOTA ARC-AGI-2 benchmark performance,https://confluence.sh,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,8,3,"Active GitHub repository with 99 stars and recent commits, plus pricing page indicating commercial offering at ~$12 per task.",No external user validation or reviews despite claiming state-of-the-art performance on ARC-AGI-2 benchmark.
141,https://www.ycombinator.com/companies/milliray,Milliray,W26,Defense/Security,High-frequency radar systems to detect and track small drones,WEAK,FALSE,FALSE,FALSE,FALSE,FALSE,6.0,TRUE,FALSE,FALSE,FALSE,5.0,All-PhD team lacks commercial/defense industry experience and go-to-market capability,Strong technical team with relevant physics/radar expertise for complex detection problem,https://milliray.com/,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,7,1,"Company website shows specific radar system product for drone detection with clear target markets (airports, critical infrastructure, defense).","No evidence of a live product - website lacks signup flow, pricing, or product access, and GitHub repo appears empty with no meaningful code."
142,https://www.ycombinator.com/companies/aemon,Aemon,W26,AI/ML,Autonomous AI research engineer that generates and tests thousands of solution approaches,WEAK,FALSE,FALSE,FALSE,FALSE,FALSE,6.0,TRUE,FALSE,FALSE,FALSE,5.0,Young founders lack commercial experience and industry connections for enterprise sales,Strong technical credentials with published AI research and proven algorithmic results,https://aemon.ai/,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,7,3,"Website has authentication flow and pricing page, indicating a live product with paid tiers.","No external user validation found - no reviews, ratings, or third-party evidence of actual users."
